search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,162706620,KT 쿠쿠 10인용 IH 전기밥솥 밥통 쿠첸 엔젤 휴롬 칼,50000,0,판매중,중고,경기도 용인시 수지구 성복동,False,9,0,2026-04-12 22:36:14,1776000974,압력밭솥 밥통 오븐 쿠커 그릴,610600008,https://m.bunjang.co.kr/products/162706620
쿠쿠 밥솥,400191876,쿠쿠 IH 10인 무쇠 압력밥솥,65000,1,예약중,중고,,True,1,0,2026-04-09 17:43:43,1775724223,,610600008,https://m.bunjang.co.kr/products/400191876
쿠쿠 밥솥,286880102,쿠쿠 전기밥솥 급처,49000,0,판매중,중고,서울특별시 용산구 원효로제1동,False,1,0,2026-04-09 16:25:14,1775719514,,610600008,https://m.bunjang.co.kr/products/286880102
쿠쿠 밥솥,400357928,쿠쿠 밥솥 물받이 (6인용) + 증기배출구 청소핀 (일괄판매),7000,1,예약중,중고,서울특별시 동작구 상도제1동,False,0,0,2026-04-09 03:38:43,1775673523,,610600008,https://m.bunjang.co.kr/products/400357928
쿠쿠 밥솥,400301150,쿠쿠 IH 전기압력밥솥 10인용 CRP-CHB1060FSM,275000,0,판매중,새상품,서울특별시 중랑구 면목본동,True,7,0,2026-04-08 21:19:34,1775650774,,610600008,https://m.bunjang.co.kr/products/400301150
쿠쿠 밥솥,399967066,쿠쿠 블랙 압력밥솥 내솥,80000,0,판매중,중고,전북특별자치도 전주시 덕진구 금암동,True,1,0,2026-04-07 09:51:32,1775523092,,610600008,https://m.bunjang.co.kr/products/399967066
쿠쿠 밥솥,399893822,쿠쿠 CRP-FA0621MR 압력밥솥(6인용),45000,0,판매중,중고,,True,0,0,2026-04-06 21:15:29,1775477729,,610600008,https://m.bunjang.co.kr/products/399893822
쿠쿠 밥솥,399881826,쿠쿠 스마트 IH 압력밥솥,69000,1,예약중,중고,,False,2,0,2026-04-06 20:27:45,1775474865,,610600008,https://m.bunjang.co.kr/products/399881826
쿠쿠 밥솥,399025454,쿠쿠  무쇠 압력밥솥 6인용,79000,1,예약중,중고,,False,2,0,2026-04-04 08:36:01,1775259361,,610600008,https://m.bunjang.co.kr/products/399025454
쿠쿠 밥솥,397828710,쿠쿠 풀스테인리스 ECO 밥솥,85500,0,판매중,중고,,False,1,0,2026-04-04 05:10:07,1775247007,,610600008,https://m.bunjang.co.kr/products/397828710
쿠쿠 밥솥,399143157,쿠쿠 트윈프레셔 6인용 IH압력밥솥,250000,0,판매중,중고,경상남도 통영시 북신동,True,15,0,2026-04-03 20:12:48,1775214768,,610600008,https://m.bunjang.co.kr/products/399143157
